Attrition,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,Educational_Levels_Bachelors D.,Educational_Levels_College D.,Educational_Levels_Masters D.,Educational_Levels_Phd D.,Educational_Levels_Without College D.
Yes,36,16,4,3,4,1,1,2743,1,3,3,18,3,17,13,15,14,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,39,22,3,4,3,3,1,10880,1,3,3,21,3,21,6,2,8,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
No,33,8,1,2,2,1,4,2342,0,4,3,3,2,2,2,2,2,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True
No,45,11,2,4,3,4,4,17650,3,2,3,26,4,9,3,1,1,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,32,29,4,4,3,1,3,4025,9,2,3,10,3,8,7,7,7,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,34,1,4,2,4,2,4,9725,0,4,3,16,2,15,1,0,9,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
No,59,1,2,2,3,3,4,11904,3,3,3,14,1,6,4,0,4,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
No,45,24,4,2,3,1,2,2177,1,1,3,6,3,6,3,0,4,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,53,2,3,3,2,3,2,7525,2,1,3,30,3,15,7,6,12,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
Yes,36,15,3,1,3,2,3,4834,7,2,3,9,2,1,0,0,0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
Yes,26,2,3,1,3,1,1,2042,6,2,3,6,3,3,2,1,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
No,34,10,4,3,3,1,3,2220,1,4,3,1,3,1,1,0,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
No,28,10,1,4,3,1,2,1052,1,2,4,1,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True
No,38,3,4,3,3,1,3,2821,3,1,3,8,3,2,2,2,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
No,50,2,4,2,3,5,3,19237,2,4,3,29,2,8,1,7,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
No,37,3,3,4,3,2,2,4107,3,1,3,8,2,4,3,0,1,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,40,26,3,3,3,2,1,8396,1,2,3,8,2,7,7,7,5,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,26,1,1,1,2,1,3,2007,1,3,3,5,3,5,3,1,3,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
No,46,1,4,4,3,5,4,19627,9,4,3,23,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
No,54,2,4,3,2,3,3,10686,6,2,3,13,3,9,4,7,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,56,9,3,1,3,1,3,2942,2,2,3,18,3,5,4,0,3,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
No,36,12,5,4,2,3,4,8858,0,2,3,15,2,14,8,7,8,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
No,55,2,1,3,2,4,1,16756,7,2,3,31,4,9,7,6,2,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
No,43,25,3,3,2,3,4,10798,5,3,3,18,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
Yes,20,9,3,4,3,1,4,2323,1,2,3,2,3,2,2,0,2,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
Yes,21,10,3,3,2,1,1,1416,1,1,3,1,2,1,0,1,0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,46,8,4,4,2,2,1,4615,8,1,4,19,3,16,13,1,7,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
Yes,51,4,4,1,3,1,3,2461,9,3,3,18,4,10,0,2,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
Yes,28,24,2,2,2,3,1,8722,1,1,3,10,2,10,7,1,9,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,26,1,2,1,2,1,1,3955,1,1,3,6,3,5,3,1,3,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,30,20,3,3,3,2,1,9957,0,3,3,7,2,6,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,41,7,2,2,4,1,3,3376,1,3,3,10,3,10,6,0,8,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
No,38,17,1,3,2,3,3,8823,0,1,3,20,2,19,9,1,9,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
No,40,20,4,1,3,3,4,10322,4,4,4,14,3,11,10,11,1,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,27,8,5,1,1,1,3,4621,1,4,3,3,3,3,2,1,2,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
No,55,2,1,4,3,3,2,10976,3,2,3,23,3,3,2,1,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
No,28,10,3,3,3,2,3,3660,3,4,3,10,4,8,7,1,7,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
Yes,44,1,2,2,2,3,1,10482,9,4,3,24,3,20,6,3,6,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,33,5,3,4,2,3,4,7119,4,3,3,9,3,3,2,1,2,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
Yes,35,4,3,4,3,3,1,9582,0,1,4,9,3,8,7,4,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
Yes,33,29,4,1,2,2,3,4508,1,2,4,14,3,13,7,3,8,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
No,28,15,2,1,3,1,3,2207,1,4,3,4,2,4,2,2,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,34,3,1,1,3,2,4,7756,0,3,3,7,2,6,2,0,4,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
No,37,10,4,4,2,2,4,6694,2,3,3,8,3,1,0,0,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
Yes,25,4,1,4,3,1,4,3691,1,2,3,7,4,7,7,5,6,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
Yes,26,21,3,1,3,1,3,2377,1,3,4,1,2,1,1,0,0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
Yes,33,25,3,1,2,1,2,2313,4,2,4,5,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
No,42,2,2,4,3,4,1,17665,0,4,3,23,3,22,6,13,7,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
Yes,28,1,3,1,2,1,2,2596,1,1,3,1,3,1,0,0,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
Yes,50,1,4,4,3,2,3,4728,3,4,3,5,3,0,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
No,33,7,3,4,3,2,2,4302,0,3,3,4,3,3,2,0,2,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,34,3,4,3,2,1,4,2979,3,4,3,6,3,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
No,48,1,4,1,4,4,4,16885,2,3,4,27,2,5,4,2,1,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,45,9,4,2,2,2,3,5593,1,4,3,15,3,15,10,4,12,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,52,7,4,2,3,3,2,10445,7,4,3,18,3,8,6,4,0,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,38,10,4,3,2,3,3,8740,0,2,3,9,3,8,7,2,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
No,29,28,4,3,3,1,4,2514,4,1,4,11,3,7,5,1,7,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
No,28,3,3,4,3,3,2,7655,0,2,3,10,2,9,7,1,7,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,46,3,1,1,3,4,3,17465,3,4,3,23,3,12,9,4,9,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
No,38,2,2,4,3,3,2,7351,7,3,3,10,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
No,43,27,3,3,3,3,1,10820,8,3,3,18,3,8,7,0,1,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False
Yes,39,2,3,1,3,4,4,12169,7,4,3,21,3,18,7,11,5,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,40,14,3,3,2,5,3,19626,1,1,3,21,4,20,7,4,9,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
No,21,1,1,4,2,1,2,2070,1,3,3,2,4,2,2,2,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
No,39,9,3,3,3,2,2,6782,9,3,3,9,2,5,4,0,3,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,36,18,4,1,3,2,4,7779,2,1,4,18,3,11,9,0,9,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,31,20,3,3,4,1,4,2791,0,1,3,3,3,2,2,2,2,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
No,28,2,1,1,2,1,2,3201,0,1,3,6,1,5,3,0,4,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
No,35,11,2,4,3,2,4,4968,1,4,3,5,3,5,2,0,2,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
No,49,8,4,4,2,4,2,13120,6,2,3,22,3,9,8,2,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,34,2,2,4,3,2,3,4033,2,4,3,5,2,3,2,0,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,29,10,3,4,3,1,2,3291,0,4,3,8,2,7,5,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
No,42,29,3,2,1,2,4,4272,4,1,3,16,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,29,8,1,2,2,2,4,5056,1,3,3,10,2,10,7,1,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
No,38,1,3,3,4,1,3,2844,1,4,3,7,4,7,6,5,0,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,28,6,3,3,2,1,3,2703,1,4,3,3,3,3,1,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False
Yes,18,8,1,3,3,1,3,1904,1,4,3,0,3,0,0,0,0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
Yes,33,9,4,1,3,2,1,8224,0,1,3,6,3,5,2,0,3,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
No,41,12,4,2,3,1,4,4766,3,1,3,6,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
Yes,31,15,3,3,3,1,3,2610,1,3,3,2,2,2,2,2,2,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,37,25,2,3,2,2,4,5731,7,3,3,9,3,6,2,1,3,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,27,6,3,4,2,1,3,2539,1,3,3,4,3,4,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
No,34,9,1,2,3,2,3,5714,1,1,4,6,2,6,5,1,3,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
No,35,8,4,3,3,1,3,4323,1,2,3,6,1,5,4,1,4,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
Yes,29,23,1,4,2,3,1,7336,1,1,3,11,1,11,8,3,10,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
No,40,9,4,2,3,3,3,13499,9,3,3,20,2,18,7,2,13,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
Yes,42,12,3,3,3,4,1,13758,0,2,3,22,2,21,9,13,14,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
No,42,4,4,2,3,2,1,5155,7,4,3,9,4,6,4,1,5,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
No,35,1,4,4,2,1,3,2258,6,2,3,10,3,8,0,1,7,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,24,24,3,4,3,1,2,3597,8,4,4,6,3,4,3,1,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
Yes,28,12,1,3,3,1,4,2515,1,4,3,1,2,1,1,0,0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
No,26,3,4,1,4,1,4,4420,1,2,4,8,3,8,7,0,7,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,30,10,3,3,2,2,3,6578,1,1,3,10,3,10,3,1,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,40,26,2,3,2,2,4,4422,3,4,3,16,1,1,1,0,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
No,35,2,3,3,2,3,2,10274,2,2,3,15,4,7,7,6,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,34,1,3,4,2,2,1,5343,0,3,4,14,3,13,9,4,9,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,35,4,4,4,2,1,4,2376,1,2,3,2,4,2,2,2,2,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Yes,43,9,3,1,1,2,3,5346,8,2,3,7,2,4,3,1,3,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
No,32,2,1,3,3,1,1,2827,1,3,3,1,3,1,0,0,0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True
No,56,4,4,4,3,5,1,19943,4,4,3,28,3,5,2,4,2,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
No,29,6,1,2,3,1,4,3131,1,1,3,10,3,10,8,0,8,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
No,19,9,2,3,3,1,1,2552,1,3,4,1,3,1,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
No,45,7,3,1,3,1,3,4477,4,3,3,7,2,3,2,0,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
No,37,1,3,4,2,2,4,6474,1,2,3,14,2,14,8,3,11,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,20,3,3,1,2,1,3,3033,1,1,3,2,2,2,2,1,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
Yes,44,10,4,3,3,1,3,2936,1,3,3,6,3,6,4,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
No,53,7,2,4,3,5,3,18606,3,2,3,26,3,7,7,4,7,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,29,15,1,2,1,1,4,2168,0,1,3,6,2,5,4,1,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
Yes,22,3,4,3,2,1,4,2853,0,2,3,1,3,0,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
No,46,2,3,3,3,4,1,17048,8,1,4,28,3,26,15,15,9,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,44,17,3,4,1,1,3,2290,2,4,3,6,3,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
No,33,2,3,2,3,1,3,3600,1,4,3,5,3,5,4,1,4,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
Yes,41,5,2,1,2,1,1,2107,6,1,3,5,1,1,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
No,30,29,4,3,3,2,1,4115,8,3,3,8,3,4,3,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
No,40,2,4,2,3,2,2,4327,5,4,3,5,3,0,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,50,2,3,4,3,4,1,17856,2,3,4,32,3,2,2,2,2,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,28,19,4,4,2,1,1,3196,1,3,3,6,3,6,5,3,3,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,46,15,2,4,3,5,2,19081,5,1,3,25,3,4,2,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
No,35,17,4,3,3,2,1,8966,3,4,3,15,3,7,7,1,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
Yes,24,17,2,4,3,1,2,2210,1,1,3,1,1,1,0,0,0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,33,25,3,2,3,2,3,4539,1,1,3,10,2,10,7,0,1,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,36,6,4,3,1,1,3,2741,1,3,3,7,3,7,7,1,7,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
No,30,7,4,3,3,2,3,3491,1,1,3,10,2,10,7,8,9,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
No,44,29,4,4,3,2,4,4541,1,2,4,20,3,20,11,13,17,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
No,20,21,3,3,4,1,4,2678,1,4,3,2,3,2,1,2,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
No,46,2,4,4,3,2,4,7379,2,3,3,12,2,6,3,1,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
No,42,2,5,4,4,2,1,6272,7,1,3,10,4,4,3,0,3,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
No,60,7,4,2,4,2,4,5220,0,2,3,12,3,11,7,1,9,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
No,32,13,3,3,2,1,2,2743,1,3,4,2,3,2,2,2,2,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,32,2,2,4,3,2,3,4998,4,4,3,10,3,8,7,0,7,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
No,36,1,3,3,1,3,1,10252,2,3,4,17,3,7,7,7,7,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False
No,33,9,3,1,3,1,4,2781,0,2,3,15,3,14,10,4,10,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
No,40,10,3,2,2,2,2,6852,7,2,3,7,4,5,1,1,3,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
No,25,10,4,3,3,2,4,4950,0,2,3,5,3,4,3,1,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
No,30,1,3,4,3,1,2,3579,0,1,4,12,3,11,9,5,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
No,42,26,5,1,3,3,1,13191,3,3,3,20,3,1,0,0,0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
No,35,8,2,3,2,3,4,10377,4,2,3,16,2,13,2,4,12,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
No,27,14,3,1,3,1,1,2235,1,4,3,9,2,9,7,6,8,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
No,54,1,4,4,3,3,3,10502,7,1,3,33,1,5,4,1,4,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
No,44,2,1,1,4,1,4,2011,1,4,3,10,3,10,5,7,7,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
Yes,19,10,3,1,2,1,2,1859,1,2,4,1,4,1,1,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
No,29,1,3,1,3,1,4,3760,1,1,3,3,3,3,2,1,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
No,54,3,3,4,3,4,4,17779,3,1,3,36,3,10,9,0,9,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
No,31,11,2,3,3,2,1,6833,1,4,3,6,2,6,5,0,1,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
No,31,24,3,3,2,2,1,6812,1,2,3,10,3,10,9,1,8,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,59,3,3,3,2,2,4,5171,5,4,3,13,3,6,1,0,5,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
No,43,3,3,3,1,5,4,19740,3,2,3,25,3,8,7,0,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
